+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2013|        ELDO|          1|
|        1982|       ALLEQ|          1|
|        2020|       IMFIN|          1|
|        1991|       ISUZU|          1|
|        2019|        AURA|          1|
|        1996|        FLEE|          1|
|        1988|       SUZUK|          1|
|        2016|       `````|          1|
|        2018|        MELB|          1|
|        2012|       LA RA|          1|
|        2007|       GENIS|          1|
|        1971|       MERCU|          1|
|        2013|        BIBI|          1|
|        1977|       PORSC|          1|
|        2002|         CMT|          1|
|        1998|       WINNE|          1|
|        2004|         GPA|          1|
|        2012|        ROLR|          1|
|        1983|       MERCU|          1|
|        1986|        FIAT|          1|
|        2006|       NO CU|          1|
|        2005|          UT|          1|
|        1989|         COX|          1|
|        2014|         MVS|          1|
|        2018|       VANGU|          1|
|        2022|        TRHT|          1|
|        2016|         MIZ|          1|
|        2021|       KAUFM|          1|
|        1988|        LODC|          1|
|        2023|       SATUR|          1|
|        2017|        SUZA|          1|
|        2013|       INFII|          1|
|        2006|       STRIC|          1|
|        2007|         STO|          1|
|        2017|        TALB|          1|
|        2004|       INFIL|          1|
|        2022|          ES|          1|
|        2017|         BCK|          1|
|        2067|       HONDA|          1|
|        2005|        NYHA|          1|
|        2014|         ARI|          1|
|        2005|       KCOPP|          1|
|        2007|       WABUS|          1|
|        2009|       COLLI|          1|
|        2005|         MAK|          1|
|        2022|       TAIZM|          1|
|        2018|        Mini|          1|
|        2015|       CATIL|          1|
|        2022|         VCO|          1|
|        2011|       ICCOR|          1|
|        2005|       BOURG|          1|
|        2015|       CAN-A|          1|
|        2006|       KEYST|          1|
|        2018|       YONGF|          1|
|        2002|        KEMO|          1|
|        2008|       SU/TR|          1|
|        2004|       FONTA|          1|
|        2019|       Yamah|          1|
|        2015|        LARU|          1|
|        2018|         FHR|          1|
|        2017|       KIA M|          1|
|        2007|       LND R|          1|
|        2047|        FORD|          1|
|        2017|         HUN|          1|
|        2012|           M|          1|
|        2002|       AM/IR|          1|
|        2017|        APRI|          1|
|        2009|       MOFFE|          1|
|        2059|        JEEP|          1|
|        2011|        MATS|          1|
|        2017|         UND|          1|
|        1976|       TRIUM|          1|
|        2011|        TRUM|          1|
|        1979|       SUZUK|          1|
|        2010|        CADI|          1|
|        2022|        MAZE|          1|
|        2002|       INTRU|          1|
|        2016|        WIXI|          1|
|        1978|       PONTI|          1|
|        2013|       AL/DE|          1|
|        2055|       STUDE|          1|
|        2012|       TOMOS|          1|
|        2006|         Kia|          1|
|        2012|       STAIR|          1|
|        1994|       RA/RO|          1|
|        2005|        MBLE|          1|
|        2018|       UHAUL|          1|
|        1991|       HOMEM|          1|
|        2050|       OLDSM|          1|
|        2018|       FORD/|          1|
|        2016|         UND|          1|
|        2013|        MCIN|          1|
|        1981|       BUICK|          1|
|        2006|         KTM|          1|
|        2012|         MCI|          1|
|        2003|        STCF|          1|
|        2004|       MINI-|          1|
|        2013|        MASR|          1|
|        2055|        JEEP|          1|
|        2021|        ASMA|          1|
|        2020|       LA/RU|          1|
|        2018|        LA R|          1|
|        2018|         CHY|          1|
|        2016|          VN|          1|
|        2007|          LX|          1|
|        2010|       WOTER|          1|
|        2012|       COURI|          1|
|        1990|       CITOT|          1|
|        2061|       BENTL|          1|
|        2010|          CM|          1|
|        2013|         JET|          1|
|        2012|         PTR|          1|
|        2009|       MOTOC|          1|
|        2015|       FREGI|          1|
|        2020|         AMC|          1|
|        2019|       ANCIA|          1|
|        2015|       IMFIN|          1|
|        2013|        ECNO|          1|
|        1985|       CHEEF|          1|
|        2026|       SATUR|          1|
|        2010|        MHSU|          1|
|        2010|        VWGN|          1|
|        2007|       HAMME|          1|
|        2019|       LICOL|          1|
|        2010|       WHITE|          1|
|        2012|         LAR|          1|
|        2020|          YM|          1|
|        2012|       BL BI|          1|
|        1999|        NATI|          1|
|        2002|       IATRI|          1|
|        1984|       STERL|          1|
|        2015|         L/R|          1|
|        2019|        LNRO|          1|
|        2006|       SURVE|          1|
|        2022|         GRI|          1|
|        2029|          AC|          1|
|        2016|       SATUR|          1|
|        2021|        BADD|          1|
|        2020|         OMR|          1|
|        1989|        SAAB|          1|
|        2019|       CUBCU|          1|
|        2021|       QUALI|          1|
|        2021|        AJUE|          1|
|        2012|         HDN|          1|
|        2008|        CHSL|          1|
|        2012|         TNT|          1|
|        2015|       ITASC|          1|
|        2069|       PLYMO|          1|
|        2018|       EVOBU|          1|
|        1992|       Isuzu|          1|
|        2020|       LEIKE|          1|
|        2009|       BI/DO|          1|
|        1997|       STRIC|          1|
|        2017|       TANKC|          1|
|        2016|         NIU|          1|
|        2017|       FORDF|          1|
|        2001|       FO/WI|          1|
|        2051|       MERCU|          1|
|        2008|       -5RT8|          1|
|        2018|       CFMOT|          1|
|        2014|         MVI|          1|
|        2007|       EVOBU|          1|
|        2021|           `|          1|
|        2008|       COLLI|          1|
|        2068|        CEVR|          1|
|        1996|       Kawas|          1|
|        2018|       MCLAU|          1|
|        1994|       Volks|          1|
|        2020|        BASH|          1|
|        1983|       Dodge|          1|
|        1980|       LINCO|          1|
|        2018|       NEWFL|          1|
|        2019|         EBY|          1|
|        2019|       CR/CA|          1|
|        2017|       X-L S|          1|
|        2019|       HU/HO|          1|
|        2004|        TACK|          1|
|        2017|        MECE|          1|
|        1973|        EZLD|          1|
|        2015|         ZHN|          1|
|        2016|       ORION|          1|
|        1991|        FIAT|          1|
|        2015|        SLNG|          1|
|        1981|        PUCH|          1|
|        2012|        Mini|          1|
|        1997|        EAMC|          1|
|        2017|       QIPAI|          1|
|        2003|       Kawas|          1|
|        2006|       MAGEL|          1|
|        2021|       MAROO|          1|
|        2016|        PRSC|          1|
|        2023|       GRUMM|          1|
|        1996|       THOMA|          1|
|        1999|        VLSW|          1|
|        2056|       CADIL|          1|
|        2015|        RAME|          1|
|        2013|          MG|          1|
|        2018|        HYNU|          1|
|        2066|        PICK|          1|
|        1975|       GIROU|          1|
|        2019|        SAAB|          1|
|        1971|       NISSA|          1|
|        2033|       HONDA|          1|
|        2014|        ROAD|          1|
|        1978|       AUSTI|          1|
|        1993|        DAIH|          1|
|        2014|        OTHR|          1|
|        2007|        AS/M|          1|
|        2019|         BEN|          1|
|        2002|       THOMA|          1|
|        2018|       M. V.|          1|
|        2020|        VNTC|          1|
|        1981|       ALFAR|          1|
|        2022|       DUCAN|          1|
|        1999|        WINO|          1|
|        2005|        HEIL|          1|
|        2014|        VOLK|          1|
|        2011|       COURI|          1|
|        1981|        BRTO|          1|
|        2004|         BLU|          1|
|        1988|       Toyot|          1|
|        2016|        Fiat|          1|
|        2023|        LNDE|          1|
|        1995|       DORSE|          1|
|        2008|       AUABN|          1|
|        1986|        AUDI|          1|
|        2010|       CRYST|          1|
|        2018|       MAXPO|          1|
|        2015|         4UM|          1|
|        2019|        ZERO|          1|
|        1973|       BERTO|          1|
|        2005|       NINGL|          1|
|        2006|       Monac|          1|
|        1985|        TRIM|          1|
|        1996|       UTILI|          1|
|        2016|       KEMWO|          1|
|        2017|        STSI|          1|
|        2015|       CUBCA|          1|
|        2010|       Buick|          1|
|        2017|          WW|          1|
|        2021|       TIAJU|          1|
|        2020|        THMC|          1|
|        2015|       VOL V|          1|
|        2015|        COPE|          1|
|        2054|       HARLE|          1|
|        2022|       STOUG|          1|
|        2006|       PETMO|          1|
|        1986|       MALLA|          1|
|        2021|       FREIT|          1|
|        2008|         UTL|          1|
|        2026|       VOLKS|          1|
|        2004|       PRINC|          1|
|        2014|       TRIPL|          1|
|        2017|        REIT|          1|
|        2022|        HUOS|          1|
|        2001|       HUMME|          1|
|        2020|       TAILG|          1|
|        2014|        YUDL|          1|
|        2008|       VNHOO|          1|
|        1970|       TOYOT|          1|
|        2012|        TRUM|          1|
|        2021|       STING|          1|
|        2006|       C&JIN|          1|
|        2016|         UBS|          1|
|        2012|         MFG|          1|
|        2015|       SLING|          1|
|        1999|       OSHKO|          1|
|        2021|       GATOR|          1|
|        2007|       BENSO|          1|
|        2005|       TESLA|          1|
|        2067|         GMC|          1|
|        2021|       MOPED|          1|
|        2012|       JCCOR|          1|
|        2017|        KIDR|          1|
|        2007|       WE/TN|          1|
|        2003|       Yamah|          1|
|        2028|       MAZDA|          1|
|        2019|       PROCH|          1|
|        2004|         BSA|          1|
|        2022|          SA|          1|
|        2011|       REVEL|          1|
|        1975|       CHRYS|          1|
|        2007|        HURI|          1|
|        1987|       WINNE|          1|
|        2022|        RUGB|          1|
|        2022|       LA BO|          1|
|        2006|        FUNM|          1|
|        2003|        MINV|          1|
|        2017|       MCINT|          1|
|        2020|       ST/ST|          1|
|        1990|       KAWAS|          1|
|        2033|       ACURA|          1|
|        2013|       S4GZR|          1|
|        2030|       NISSA|          1|
|        2021|       JIAJI|          1|
|        2020|         CHO|          1|
|        2022|        AFIO|          1|
|        2014|        PLAY|          1|
|        2019|       VOXWA|          1|
|        2023|       SUNBE|          1|
|        1979|       Dodge|          1|
|        2021|       VGARD|          1|
|        2011|        HONF|          1|
|        2021|       TRANL|          1|
|        2012|       UDTRA|          1|
|        2015|       MAERA|          1|
|        2008|       HIUHD|          1|
|        2008|       ROKET|          1|
|        2014|           M|          1|
|        2018|          NC|          1|
|        1982|       PONTI|          1|
|        2018|       HY/TR|          1|
|        2021|        CANN|          1|
|        1992|       PORSC|          1|
|        2011|       FO/RI|          1|
|        2022|        LUCD|          1|
|        2022|       ZNELA|          1|
|        2022|       WASBA|          1|
|        2013|        DEMA|          1|
|        2069|       ME/BE|          1|
|        2023|         OTF|          1|
|        2023|       NINGB|          1|
|        2020|        YNGF|          1|
|        2008|        L RO|          1|
|        1999|       DORSE|          1|
|        2006|       QIANJ|          1|
|        2014|        WEAR|          1|
|        2003|         VAR|          1|
|        2021|       BOODI|          1|
|        2006|       Linco|          1|
|        2023|        WABA|          1|
|        2022|        OTHR|          1|
|        1994|       DADIL|          1|
|        1972|          IC|          1|
|        2008|         IIW|          1|
|        1996|       HERCU|          1|
|        2005|          JJ|          1|
|        1995|        LARG|          1|
|        2006|         GRE|          1|
|        2068|         BMW|          1|
|        2010|          WV|          1|
|        2022|       AR/IN|          1|
|        2018|       PT RB|          1|
|        2007|       ICCOR|          1|
|        1988|       ACURA|          1|
|        2060|       PORSC|          1|
|        2025|       MAZDA|          1|
|        2017|        CORV|          1|
|        2012|        MI/B|          1|
|        2012|         VOK|          1|
|        2012|       KE/WO|          1|
|        1991|        IZZU|          1|
|        2021|       VANHO|          1|
|        2013|        MHII|          1|
|        2008|         BUS|          1|
|        2018|       FONTA|          1|
|        1995|       DUCAT|          1|
|        2021|         TSL|          1|
|        2020|        WABA|          1|
|        1989|       STERL|          1|
|        2013|       KENIL|          1|
|        2015|          GA|          1|
|        2019|        VLWG|          1|
|        2022|         CDL|          1|
|        1999|       DUCAT|          1|
|        2006|        LOUD|          1|
|        1971|        AUDI|          1|
|        1992|       SUNBE|          1|
|        2022|        REFG|          1|
|        2017|        MOTU|          1|
|        1989|       HUMME|          1|
|        2021|       STUDE|          1|
|        1996|       STOUG|          1|
|        2022|       BE/BE|          1|
|        2019|         PRT|          1|
|        2013|        ITNE|          1|
|        2022|         AUR|          1|
|        2010|         ZND|          1|
|        2009|        NABI|          1|
|        2012|       BI/BL|          1|
|        2012|       ICCOO|          1|
|        2017|          LX|          1|
|        2008|        MEGE|          1|
|        2010|       VKWAG|          1|
|        2022|        HYIN|          1|
|        2018|        EARY|          1|
|        1998|        OTHR|          1|
|        2011|       RA/RO|          1|
|        2015|        DUMP|          1|
|        2003|        PACE|          1|
|        2015|          IF|          1|
|        2022|        POCS|          1|
|        2014|       TAOTA|          1|
|        2020|        HINI|          1|
|        2017|       LAROV|          1|
|        2010|       GIRAR|          1|
|        2020|         TMC|          1|
|        2013|         GRY|          1|
|        2022|         V3+|          1|
|        2013|          MZ|          1|
|        2002|       VANHO|          1|
|        2015|       PRINC|          1|
|        2016|       CA/TR|          1|
|        1981|       ALMAC|          1|
|        2013|       MACKD|          1|
|        2022|       LIVEW|          1|
|        2003|         ACM|          1|
|        1987|       MITSU|          1|
|        2005|       FRTLN|          1|
|        2003|        CHRV|          1|
|        1979|       NISSA|          1|
|        2019|         KTA|          1|
|        2022|       COURI|          1|
|        1994|        ESCO|          1|
|        1984|        null|          1|
|        1990|        AUDI|          1|
|        2025|       LEXUS|          1|
|        1978|          MG|          1|
|        2014|          CD|          1|
|        2023|          MZ|          1|
|        2020|        JJAJ|          1|
|        2003|        GMC.|          1|
|        2013|         ACA|          1|
|        2007|       BRAMA|          1|
|        2009|          CH|          1|
|        2019|        ACUA|          1|
|        2022|       MOTOR|          1|
|        2004|       LINLC|          1|
|        2006|         CHY|          1|
|        2004|       EZDUM|          1|
|        2021|       SUDAN|          1|
|        1994|        JAMB|          1|
|        2020|       HOLMA|          1|
|        2019|        PORI|          1|
|        1978|        AS/M|          1|
|        2025|       VOLVO|          1|
|        2018|       BLBIR|          1|
|        2008|       LR/RR|          1|
|        1982|       SUZUK|          1|
|        1999|        M/FU|          1|
|        2011|       MINI-|          1|
|        2001|       JA BA|          1|
|        2019|        COLI|          1|
|        2021|       RA/RO|          1|
|        1986|        SAAB|          1|
|        2018|        JPMD|          1|
|        2017|       K WOR|          1|
|        2012|       CUB C|          1|
|        2001|        HYTR|          1|
|        2019|         Kia|          1|
|        2025|       KENWO|          1|
|        2022|       CARRY|          1|
|        1985|       MITSU|          1|
|        2014|         FLC|          1|
|        2022|       TOWNE|          1|
|        2022|         VIK|          1|
|        2017|        HYDI|          1|
|        2013|         REI|          1|
|        2022|         TSL|          1|
|        2004|          WV|          1|
|        2026|       PORSC|          1|
|        2018|       FR GH|          1|
|        1995|       TRABU|          1|
|        2020|        FORS|          1|
|        2015|        UTMC|          1|
|        2019|       CURRA|          1|
|        2017|        LANL|          1|
|        2024|        MINI|          1|
|        2017|         HVO|          1|
|        2016|          AC|          1|
|        2029|        JEEP|          1|
|        2017|         INC|          1|
|        2007|       LAMBO|          1|
|        2012|         VKW|          1|
|        2022|        LAMR|          1|
|        2015|        HYDI|          1|
|        2022|        FCCL|          1|
|        1998|       CENTE|          1|
|        1998|       Subar|          1|
|        1994|         MOL|          1|
|        1994|       LUFKI|          1|
|        1970|        FIAT|          1|
|        1994|        COOH|          1|
|        2028|       INTER|          1|
|        2007|       VN HL|          1|
|        2006|       BENTI|          1|
|        2004|       GRAND|          1|
|        1992|         AMC|          1|
|        2014|       HERCU|          1|
|        2004|         DUI|          1|
|        2017|       MELRO|          1|
|        2012|        INFT|          1|
|        2022|        FOCC|          1|
|        2012|       SMITH|          1|
|        2015|         SNC|          1|
|        2004|       PRO H|          1|
|        2023|       SCION|          1|
|        2009|        VLKW|          1|
|        2001|       MITIB|          1|
|        2015|       JO DE|          1|
|        2009|         RED|          1|
|        1988|       ISUZU|          1|
|        2011|          YW|          1|
|        2020|        SGAC|          1|
|        2021|       STOUG|          1|
|        2005|         SUW|          1|
|        2024|       MITSU|          1|
|        2001|       TESLA|          1|
|        2019|         HNO|          1|
|        2016|       PETRB|          1|
|        2016|         LIN|          1|
|        2016|         KIM|          1|
|        2020|        LEXS|          1|
|        2017|       BRCHE|          1|
|        2017|       SATUR|          1|
|        2021|          VG|          1|
|        2014|         FCC|          1|
|        2016|       APPAL|          1|
|        2015|        THOR|          1|
|        2022|        AVIS|          1|
|        2007|         HYI|          1|
|        2012|       CROSL|          1|
|        2007|        TRIM|          1|
|        2001|       MICKE|          1|
|        2001|       COURI|          1|
|        2021|       CHEVI|          1|
|        2003|       HERCU|          1|
|        2013|         NHL|          1|
|        1995|        JAMB|          1|
|        2013|       GLAVA|          1|
|        2016|        TEST|          1|
|        1996|       ULTRA|          1|
|        2016|         EAS|          1|
|        2006|       ICCOR|          1|
|        2021|       CRANE|          1|
|        2020|       M. V.|          1|
|        2022|       Tesla|          1|
|        2013|        LUXU|          1|
|        2010|       Subar|          1|
|        2001|       NAVIS|          1|
|        2006|       M. V.|          1|
|        2065|       VOLVO|          1|
|        2016|        GMC.|          1|
|        2061|       JAGUA|          1|
|        1972|       NE/FL|          1|
|        2022|        FSKR|          1|
|        2024|       PORSC|          1|
|        2008|        WEST|          1|
|        2018|       NOVAB|          1|
|        2016|        COTT|          1|
|        2003|        SSEE|          1|
|        2021|       ZHESS|          1|
|        2006|          1C|          1|
|        2028|       GENES|          1|
|        2011|       AZURE|          1|
|        2004|        HEIL|          1|
|        2006|        PETE|          1|
|        2015|        LANO|          1|
|        1991|       Dodge|          1|
|        2011|        FIAT|          1|
|        2008|          MT|          1|
|        2013|       DU/MA|          1|
|        1971|        null|          1|
|        2001|       TRALL|          1|
|        2015|        HEIL|          1|
|        1990|       TRAIL|          1|
|        2023|         STO|          1|
|        1983|        MACK|          1|
|        2017|        WANK|          1|
|        2017|       CAR N|          1|
|        2018|        INFI|          1|
|        2001|         FRU|          1|
|        2016|       VGARD|          1|
|        2021|         PTS|          1|
|        2015|           E|          1|
|        1999|       COACH|          1|
|        2017|         FRE|          1|
|        2010|       MINOR|          1|
|        2007|       COVIE|          1|
|        1998|       MILFU|          1|
|        2011|       FRIEH|          1|
|        2012|       NUROL|          1|
|        2019|        TRTE|          1|
|        2020|       ROCKE|          1|
|        2020|         HYV|          1|
|        1995|       ALFAR|          1|
|        2004|         CHY|          1|
|        2022|         VCU|          1|
|        2016|       RA RO|          1|
|        2017|       KENWT|          1|
|        2018|       PACTI|          1|
|        2013|       ROGER|          1|
|        1993|       FLAIR|          1|
|        2019|         WES|          1|
|        2009|         CHY|          1|
|        2058|       INFIN|          1|
|        1996|       KARAV|          1|
|        2022|        MERF|          1|
|        2052|        FORD|          1|
|        2014|       BO/WH|          1|
|        2019|       BENSO|          1|
|        2017|          AC|          1|
|        2010|        CHIL|          1|
|        2012|       Mitsu|          1|
|        2022|         BCK|          1|
|        2017|        KANA|          1|
|        2018|       Great|          1|
|        2021|        KAUF|          1|
|        2005|       HOMEM|          1|
|        2007|       HAULE|          1|
|        2013|        COPE|          1|
|        2021|       SSRMO|          1|
|        2014|         BUC|          1|
|        2021|         RTS|          1|
|        1983|       SUZUK|          1|
|        2018|         PLM|          1|
|        1997|        AIMC|          1|
|        2020|        HA/D|          1|
|        2020|       ANVIL|          1|
|        2017|       VANGU|          1|
|        1989|       Chevr|          1|
|        1990|       UTILI|          1|
|        1997|          FF|          1|
|        2022|         HND|          1|
|        1987|       SUBAR|          1|
|        2020|        LARV|          1|
|        2011|        WABA|          1|
|        1999|       SEMBR|          1|
|        2020|       UNITD|          1|
|        2010|          AU|          1|
|        1996|        MOUN|          1|
|        1972|       HARLE|          1|
|        1985|        null|          1|
|        2002|       MERRI|          1|
|        2014|        VNHL|          1|
|        2021|       JAYLO|          1|
|        2001|       SMART|          1|
|        2019|       KIA M|          1|
|        2021|       JDERE|          1|
|        2022|       TRAIL|          1|
|        2012|        COPE|          1|
|        2015|       ICCOR|          1|
|        2048|       CHEVR|          1|
|        2019|       MOFFE|          1|
|        2012|         STM|          1|
|        2013|       SUMMI|          1|
|        2018|       FORRE|          1|
|        2017|       OLDSM|          1|
|        2058|       CHEVR|          1|
|        1994|       PORSC|          1|
|        1988|        CIMC|          1|
|        2021|         FHT|          1|
|        2013|       TRAIL|          1|
|        1999|         GRA|          1|
|        2010|        KI A|          1|
|        2013|       RANGO|          1|
|        2020|       REDHA|          1|
|        2015|       FRESH|          1|
|        1998|          YI|          1|
|        2008|       FORDU|          1|
|        2015|        TRUC|          1|
|        2005|       LOTUS|          1|
|        1970|       MAZDA|          1|
|        2011|        MI/B|          1|
|        2052|       CHEVR|          1|
|        2018|         KHA|          1|
|        2006|       SPART|          1|
|        2046|       INTER|          1|
|        2013|       QUALI|          1|
|        2018|        METZ|          1|
|        2007|       ARURA|          1|
|        2017|        MASP|          1|
|        2012|          GR|          1|
|        2053|        WILL|          1|
|        2011|       HAULM|          1|
|        1977|       INTER|          1|
|        2012|       TR/EZ|          1|
|        1986|        MACK|          1|
|        2005|       ITASC|          1|
|        2020|          AL|          1|
|        2022|       FRHTL|          1|
|        2022|       ACIRA|          1|
|        2022|        MAXD|          1|
|        2017|       ADUCR|          1|
|        1999|        GMCS|          1|
|        1978|       MERCU|          1|
|        2010|       FERIL|          1|
|        2007|          WV|          1|
|        2022|         EBY|          1|
|        2016|       MOTO-|          1|
|        2007|        QORK|          1|
|        2016|       BENSO|          1|
|        2014|       COURI|          1|
|        1995|        ASPT|          1|
|        2019|        IFIN|          1|
|        2008|          AU|          1|
|        2021|          WV|          1|
|        2022|         AMI|          1|
|        2004|       Jagua|          1|
|        2022|        EMCA|          1|
|        1998|       ME FU|          1|
|        2020|       MI/BE|          1|
|        2017|       KENWC|          1|
|        2012|         KTM|          1|
|        2015|       APRIL|          1|
|        2004|       CUBAD|          1|
|        1986|       EZLOA|          1|
|        2002|        VNHL|          1|
|        2014|       HINIO|          1|
|        1973|       PLYMO|          1|
|        1974|       CHEVO|          1|
|        2005|         POV|          1|
|        1999|       Mazda|          1|
|        2022|        WEXI|          1|
|        2022|        MVAU|          1|
|        2009|         ISZ|          1|
|        1991|       Mazda|          1|
|        2019|           I|          1|
|        2011|       ARCUR|          1|
|        2008|        WANG|          1|
|        2020|           1|          1|
|        2016|        FREL|          1|
|        2008|         HTM|          1|
|        2005|       OPELP|          1|
|        2017|       KAURS|          1|
|        2047|        AUDI|          1|
|        1992|         HMD|          1|
|        2009|       CAMPA|          1|
|        2022|       TR/MO|          1|
|        2020|         SLB|          1|
|        2016|       BLUBI|          1|
|        2020|          RV|          1|
|        1993|        ULTR|          1|
|        2007|       CABCH|          1|
|        1989|       LAFOR|          1|
|        2015|        ACDI|          1|
|        2022|       REWAC|          1|
|        2008|         WDR|          1|
|        2017|       MERRE|          1|
|        2017|       ROGER|          1|
|        2007|         ACC|          1|
|        2012|       INDIA|          1|
|        2002|        IFFI|          1|
|        2011|        DEMA|          1|
|        2022|        TRUM|          1|
|        2022|       JCCOR|          1|
|        1974|       PORSC|          1|
|        2020|        DUKE|          1|
|        2021|       TRASP|          1|
|        1996|        GULS|          1|
|        2020|       FEIGH|          1|
|        2007|        MADC|          1|
|        2018|        WEST|          1|
|        1992|       Toyot|          1|
|        2019|       CA/RA|          1|
|        2015|       P BIL|          1|
|        2020|          SV|          1|
|        2021|       GENIS|          1|
|        2005|       VICTO|          1|
|        2012|       NEWFL|          1|
|        2020|       Kawas|          1|
|        1989|       Honda|          1|
|        2021|       EBIKE|          1|
|        2013|        WABA|          1|
|        1991|       KAWAS|          1|
|        2019|       FREGI|          1|
|        2010|       UHAUL|          1|
|        2018|         HUN|          1|
|        2003|       WILDW|          1|
|        1990|       PLYMO|          1|
|        2005|        PERO|          1|
|        2011|         RED|          1|
|        2010|       TESLA|          1|
|        1990|       HYUND|          1|
|        2006|       CONST|          1|
|        2022|        LANL|          1|
|        2003|       VESPA|          1|
|        2022|          HI|          1|
|        2012|        AL/D|          1|
|        1986|       EZ/LO|          1|
|        1984|       KAWAS|          1|
|        2005|        ITNL|          1|
|        2039|        FORD|          1|
|        2018|       FRGTL|          1|
|        2008|       KTM M|          1|
|        1996|       Satur|          1|
|        1996|       DUCAT|          1|
|        2019|        TRUM|          1|
|        2011|         KTM|          1|
|        2021|         BAO|          1|
|        2016|       BI/BI|          1|
|        2020|         UPS|          1|
|        2017|        LADA|          1|
|        1976|        JEEP|          1|
|        2010|       HIGHW|          1|
|        2020|       Maser|          1|
|        1991|       Honda|          1|
|        2010|         CCC|          1|
|        2021|       YONGU|          1|
|        2010|       Utili|          1|
|        2012|       OPELP|          1|
|        2015|       SUNBE|          1|
|        2007|         PTB|          1|
|        2020|       EVOBU|          1|
|        2013|       CAR N|          1|
|        2005|       MOFFE|          1|
|        2022|         QIN|          1|
|        2007|        TURT|          1|
|        2009|       GENUI|          1|
|        2063|       INTER|          1|
|        2055|         AMC|          1|
|        2022|       KENNW|          1|
|        2012|       CRYST|          1|
|        2015|        KENN|          1|
|        2003|        KENG|          1|
|        2020|       MITIB|          1|
|        2015|       HIYND|          1|
|        2022|        JIAN|          1|
|        2004|          LX|          1|
|        2013|         COB|          1|
|        2021|       ALLDO|          1|
|        2022|         OMR|          1|
|        2008|          IZ|          1|
|        2015|         PBT|          1|
|        2022|         KAN|          1|
|        2012|       DUATI|          1|
|        2020|       GESER|          1|
|        2009|          AC|          1|
|        2022|        TELA|          1|
|        2017|       INFNI|          1|
|        2007|       SURVE|          1|
|        2011|        ACUI|          1|
|        1988|        SAAB|          1|
|        2007|        PROV|          1|
|        1988|         HIN|          1|
|        2021|        ESLA|          1|
|        2014|       MEDIX|          1|
|        2007|       WINNE|          1|
|        1982|       NISSA|          1|
|        2016|        KIA.|          1|
|        2010|          MR|          1|
|        2019|         ISY|          1|
|        2014|        CATL|          1|
|        2017|        RA/R|          1|
|        2020|       LO RI|          1|
|        2018|         LAC|          1|
|        2004|        CHYR|          1|
|        2011|         HUN|          1|
|        1986|       WHITE|          1|
|        2026|         RAM|          1|
|        2022|       TSLIA|          1|
|        2017|       BERTO|          1|
|        1998|        GLLI|          1|
|        2019|          WS|          1|
|        2017|         ACC|          1|
|        2017|         IDI|          1|
|        1990|        SAAB|          1|
|        2014|           `|          1|
|        2023|        WABS|          1|
|        2014|         I/H|          1|
|        2022|         MAD|          1|
|        2006|        VLKW|          1|
|        1994|       TRAIL|          1|
|        2020|       GENSI|          1|
|        2019|       QUINO|          1|
|        2016|        DIAH|          1|
|        2018|       JO DE|          1|
|        2021|       TARLO|          1|
|        2002|       SCION|          1|
|        2015|         CHY|          1|
|        2021|       PORNA|          1|
|        1972|       OLDSM|          1|
|        2011|         GEN|          1|
|        2020|         CHY|          1|
|        1999|         CUB|          1|
|        2002|       MRECU|          1|
|        2019|       HERCU|          1|
|        2017|         ARU|          1|
|        1983|         UAZ|          1|
|        2021|       TRAIL|          1|
|        2003|       Merce|          1|
|        2017|       BIG T|          1|
|        2003|       GENUI|          1|
|        2013|       KENCO|          1|
|        1979|       COAST|          1|
|        1972|         BSA|          1|
|        2007|       Humme|          1|
|        2014|        20RZ|          1|
|        1997|       Honda|          1|
|        2003|       CARRY|          1|
|        2040|       CADIL|          1|
|        2021|       WHITE|          1|
|        2014|       ST/AL|          1|
|        2018|       BWISE|          1|
|        2020|       SANYA|          1|
|        1974|        FIAT|          1|
|        2007|       HUSQV|          1|
|        2015|       SU/TL|          1|
|        2018|       ROLCO|          1|
|        2009|        Saab|          1|
|        2014|         MOB|          1|
|        1996|       CUSTO|          1|
|        2020|       Isuzu|          1|
|        2022|        THOI|          1|
|        1976|          NS|          1|
|        2062|       MERCU|          1|
|        2017|       ICBUS|          1|
|        2007|       NOVEL|          1|
|        2021|       GENUN|          1|
|        2015|        INDA|          1|
|        2003|        ASTO|          1|
|        2013|       Mitsu|          1|
|        1985|        MASE|          1|
|        1999|       CR/CA|          1|
|        2002|       U HAU|          1|
|        2009|       OTHER|          1|
|        1980|       ALFAR|          1|
|        2059|       MERCU|          1|
|        2012|       HYOSU|          1|
|        2066|       OLDSM|          1|
|        1989|       PANTH|          1|
|        2007|       WORKM|          1|
|        2014|       MICKE|          1|
|        2057|       OLDSM|          1|
|        1998|       Buick|          1|
|        2013|       CANAM|          1|
|        2011|        CRYO|          1|
|        2015|       TE/AD|          1|
|        1977|       CHRYS|          1|
|        2009|        PACE|          1|
|        1983|       HARLE|          1|
|        1980|       HARLE|          1|
|        2001|       APRIL|          1|
|        2007|       ISUXU|          1|
|        2022|        GNSI|          1|
|        2069|       ALFAR|          1|
|        1987|        GAZE|          1|
|        2019|        TANK|          1|
|        2016|       HINIO|          1|
|        2003|       Humme|          1|
|        2008|        KE/W|          1|
|        2015|        INFT|          1|
|        1994|         FSO|          1|
|        2019|        SWIT|          1|
